pProb,qProb,replicate,seqLen,aaaa,aaab,aaba,aabb,aabc,abaa,abab,abac,abba,abbb,abbc,abca,abcb,abcc,abcd,label
0.055,0.005,863,1000,0.85,0.009,0.071,0.004,0.002,0.002,0,0,0.001,0.057,0,0,0.003,0.001,0,0
0.705,0.435,379,1000,0.03,0.039,0.031,0.077,0.081,0.069,0.05,0.081,0.045,0.08,0.073,0.072,0.09,0.106,0.076,1
0.005,0.595,939,1000,0.087,0.186,0.21,0.172,0.336,0.001,0.002,0,0.001,0.001,0,0,0,0.002,0.002,1
0.085,0.575,347,1000,0.081,0.162,0.014,0.01,0.016,0.174,0.18,0.246,0.01,0.012,0.016,0.014,0.02,0.024,0.021,1
0.335,0.725,616,1000,0.021,0.054,0.047,0.062,0.09,0.044,0.049,0.077,0.038,0.048,0.089,0.085,0.092,0.11,0.094,0
0.005,0.395,772,1000,0.22,0.034,0.03,0.016,0.016,0.152,0.003,0.022,0.153,0.13,0.069,0.06,0.021,0.063,0.011,0
0.375,0.545,460,1000,0.036,0.084,0.087,0.095,0.128,0.053,0.032,0.081,0.035,0.049,0.063,0.059,0.065,0.084,0.049,1
0.175,0.075,516,1000,0.527,0.125,0.12,0.06,0.025,0.048,0.006,0.007,0.003,0.05,0.009,0.007,0.005,0.007,0.001,1
0.565,0.025,931,1000,0.181,0.227,0.007,0.004,0.004,0.206,0.118,0.215,0.004,0.009,0.007,0.006,0.004,0.007,0.001,1
0.275,0.355,127,1000,0.151,0.069,0.06,0.126,0.058,0.096,0.033,0.046,0.032,0.09,0.042,0.047,0.035,0.089,0.026,1
0.465,0.015,314,1000,0.267,0.006,0.006,0.08,0.002,0.233,0.001,0.003,0.001,0.253,0.003,0.001,0.002,0.142,0,1
0.105,0.725,621,1000,0.016,0.046,0.046,0.046,0.086,0.056,0.045,0.088,0.054,0.048,0.104,0.096,0.088,0.105,0.076,0
0.405,0.115,77,1000,0.265,0.04,0.166,0.016,0.024,0.173,0.046,0.032,0.037,0.035,0.02,0.072,0.038,0.022,0.014,0
0.105,0.725,718,1000,0.048,0.008,0.012,0.141,0.025,0.152,0.008,0.021,0.008,0.162,0.028,0.027,0.021,0.304,0.035,1
0.535,0.445,335,1000,0.037,0.063,0.061,0.082,0.083,0.068,0.023,0.079,0.048,0.072,0.071,0.069,0.08,0.108,0.056,1
0.445,0.005,894,1000,0.306,0.222,0.001,0,0.001,0.258,0.065,0.14,0.001,0.002,0,0.002,0.001,0.001,0,0
0.575,0.045,912,1000,0.158,0.206,0.012,0.006,0.007,0.013,0.007,0.009,0.11,0.234,0.216,0.003,0.008,0.007,0.004,1
0.245,0.185,252,1000,0.314,0.105,0.109,0.093,0.048,0.078,0.02,0.015,0.022,0.09,0.021,0.023,0.013,0.034,0.015,1
0.355,0.145,76,1000,0.251,0.039,0.054,0.064,0.019,0.159,0.019,0.027,0.021,0.152,0.034,0.021,0.024,0.102,0.014,1
0.635,0.365,962,1000,0.041,0.08,0.041,0.036,0.084,0.05,0.062,0.089,0.055,0.064,0.11,0.071,0.072,0.073,0.072,0
0.615,0.735,430,1000,0.01,0.049,0.035,0.044,0.105,0.057,0.05,0.088,0.049,0.031,0.106,0.09,0.112,0.083,0.091,1
0.325,0.025,757,1000,0.401,0.01,0.013,0.041,0.002,0.208,0.002,0.004,0.002,0.227,0.005,0.005,0.001,0.079,0,1
0.655,0.195,32,1000,0.066,0.159,0.137,0.102,0.212,0.032,0.014,0.049,0.024,0.024,0.035,0.043,0.04,0.036,0.027,1
0.305,0.465,873,1000,0.078,0.069,0.063,0.039,0.051,0.084,0.079,0.097,0.032,0.082,0.053,0.065,0.092,0.07,0.046,0
0.535,0.055,28,1000,0.192,0.208,0.236,0.094,0.168,0.015,0.012,0.011,0.008,0.014,0.011,0.009,0.009,0.007,0.006,1
0.175,0.455,647,1000,0.13,0.042,0.117,0.022,0.026,0.033,0.153,0.051,0.021,0.109,0.029,0.021,0.184,0.038,0.024,1
0.075,0.065,460,1000,0.685,0.057,0.066,0.004,0.004,0.058,0.004,0.001,0.054,0.046,0.005,0.009,0.003,0.004,0,1
0.195,0.085,248,1000,0.504,0.045,0.131,0.008,0.013,0.129,0.004,0.006,0.058,0.04,0.006,0.037,0.013,0.006,0,1
0.695,0.155,742,1000,0.07,0.113,0.016,0.025,0.061,0.14,0.1,0.205,0.028,0.025,0.037,0.051,0.034,0.054,0.041,0
0.565,0.285,299,1000,0.068,0.126,0.055,0.038,0.056,0.048,0.054,0.076,0.047,0.107,0.099,0.041,0.076,0.059,0.05,0
0.735,0.475,84,1000,0.025,0.041,0.028,0.068,0.083,0.06,0.04,0.086,0.036,0.075,0.078,0.09,0.07,0.132,0.088,1
0.525,0.535,648,1000,0.028,0.059,0.042,0.072,0.107,0.057,0.037,0.074,0.046,0.053,0.088,0.091,0.08,0.101,0.065,1
0.225,0.445,921,1000,0.107,0.104,0.071,0.031,0.039,0.081,0.034,0.064,0.099,0.068,0.087,0.103,0.035,0.038,0.039,0
0.555,0.025,55,1000,0.184,0.007,0.003,0.099,0.002,0.229,0.009,0.005,0.001,0.257,0.006,0.004,0.004,0.184,0.006,1
0.055,0.445,926,1000,0.151,0.135,0.044,0.013,0.032,0.099,0.041,0.077,0.123,0.05,0.071,0.092,0.026,0.022,0.024,0
0.085,0.505,595,1000,0.114,0.12,0.109,0.038,0.069,0.045,0.018,0.04,0.101,0.054,0.092,0.102,0.029,0.035,0.034,0
0.105,0.125,198,1000,0.516,0.085,0.084,0.006,0.012,0.091,0.005,0.008,0.082,0.056,0.018,0.023,0.002,0.009,0.003,0
0.565,0.395,71,1000,0.038,0.05,0.087,0.032,0.067,0.048,0.068,0.078,0.029,0.084,0.072,0.082,0.116,0.082,0.067,1
0.245,0.025,487,1000,0.539,0.014,0.013,0.033,0.002,0.162,0.004,0.004,0.004,0.166,0.006,0.003,0.004,0.044,0.002,1
0.435,0.305,957,1000,0.108,0.102,0.08,0.031,0.06,0.088,0.04,0.057,0.078,0.076,0.068,0.09,0.039,0.05,0.033,0
0.105,0.685,671,1000,0.063,0.153,0.154,0.151,0.286,0.011,0.01,0.019,0.012,0.013,0.024,0.024,0.023,0.023,0.034,1
0.035,0.685,732,1000,0.031,0.052,0.059,0.065,0.106,0.035,0.053,0.061,0.032,0.064,0.085,0.077,0.105,0.098,0.077,0
0.075,0.695,699,1000,0.034,0.046,0.061,0.033,0.074,0.065,0.081,0.105,0.037,0.055,0.074,0.094,0.098,0.068,0.075,0
0.005,0.355,465,1000,0.252,0.03,0.147,0.008,0.011,0.154,0.162,0.05,0.021,0.03,0.011,0.05,0.057,0.007,0.01,0
0.335,0.455,430,1000,0.077,0.041,0.089,0.039,0.056,0.109,0.024,0.068,0.094,0.046,0.071,0.13,0.059,0.053,0.044,1
0.465,0.265,921,1000,0.112,0.084,0.055,0.039,0.041,0.107,0.077,0.074,0.029,0.116,0.044,0.038,0.083,0.062,0.039,0
0.175,0.075,64,1000,0.538,0.105,0.126,0.01,0.014,0.041,0.054,0.017,0.003,0.056,0.004,0.006,0.018,0.003,0.005,0
0.635,0.185,764,1000,0.07,0.03,0.159,0.019,0.028,0.016,0.114,0.028,0.026,0.136,0.035,0.043,0.2,0.048,0.048,1
0.255,0.725,106,1000,0.034,0.022,0.031,0.116,0.044,0.108,0.032,0.056,0.03,0.087,0.066,0.048,0.043,0.235,0.048,1
0.485,0.595,495,1000,0.026,0.075,0.048,0.045,0.067,0.061,0.06,0.108,0.041,0.052,0.072,0.081,0.099,0.09,0.075,1
0.305,0.145,683,1000,0.325,0.146,0.056,0.021,0.017,0.139,0.021,0.046,0.062,0.068,0.034,0.022,0.011,0.022,0.01,0
0.415,0.455,194,1000,0.063,0.071,0.065,0.047,0.057,0.075,0.042,0.055,0.073,0.091,0.098,0.074,0.067,0.069,0.053,1
0.605,0.385,882,1000,0.041,0.091,0.048,0.034,0.067,0.047,0.04,0.07,0.093,0.089,0.119,0.058,0.069,0.067,0.067,1
0.615,0.375,381,1000,0.053,0.042,0.095,0.031,0.07,0.072,0.029,0.081,0.069,0.052,0.071,0.138,0.064,0.068,0.065,1
0.645,0.345,336,1000,0.064,0.037,0.106,0.04,0.053,0.039,0.069,0.054,0.038,0.097,0.072,0.061,0.152,0.06,0.058,1
0.655,0.295,884,1000,0.059,0.045,0.118,0.043,0.058,0.105,0.033,0.037,0.08,0.026,0.046,0.177,0.059,0.056,0.058,1
0.735,0.375,78,1000,0.028,0.08,0.029,0.044,0.076,0.024,0.035,0.08,0.079,0.081,0.143,0.077,0.086,0.065,0.073,1
0.615,0.215,105,1000,0.063,0.029,0.131,0.031,0.06,0.109,0.049,0.067,0.085,0.042,0.051,0.144,0.06,0.047,0.032,0
0.105,0.345,878,1000,0.236,0.155,0.036,0.01,0.016,0.03,0.017,0.021,0.134,0.137,0.15,0.02,0.014,0.014,0.01,1
0.715,0.065,978,1000,0.084,0.01,0.184,0.014,0.017,0.012,0.148,0.012,0.012,0.165,0.016,0.012,0.281,0.021,0.012,1
0.025,0.345,721,1000,0.283,0.01,0.012,0.174,0.002,0.165,0.001,0.004,0.003,0.164,0.006,0.003,0.005,0.162,0.006,1
0.695,0.465,238,1000,0.032,0.04,0.074,0.048,0.088,0.039,0.082,0.072,0.044,0.073,0.075,0.066,0.125,0.077,0.065,1
0.085,0.395,236,1000,0.188,0.114,0.12,0.031,0.056,0.044,0.021,0.026,0.124,0.048,0.087,0.067,0.031,0.015,0.028,0
0.065,0.165,876,1000,0.505,0.091,0.037,0.002,0.006,0.105,0.006,0.017,0.125,0.033,0.024,0.033,0.008,0.007,0.001,0
0.745,0.725,421,1000,0.014,0.044,0.058,0.042,0.098,0.052,0.043,0.088,0.057,0.048,0.08,0.103,0.087,0.083,0.103,1
0.715,0.635,468,1000,0.011,0.048,0.058,0.046,0.103,0.05,0.044,0.088,0.049,0.05,0.075,0.092,0.093,0.089,0.104,0
0.135,0.375,722,1000,0.197,0.126,0.042,0.119,0.067,0.13,0.029,0.061,0.018,0.058,0.028,0.025,0.022,0.06,0.018,0
0.235,0.355,192,1000,0.165,0.061,0.075,0.12,0.041,0.106,0.027,0.036,0.022,0.11,0.032,0.033,0.041,0.104,0.027,1
0.155,0.285,66,1000,0.294,0.114,0.061,0.114,0.043,0.114,0.022,0.029,0.018,0.065,0.016,0.024,0.014,0.054,0.018,0
0.005,0.045,108,1000,0.868,0.001,0.041,0,0,0.04,0.04,0.002,0.002,0.003,0,0.001,0,0.002,0,0
0.425,0.565,644,1000,0.034,0.076,0.062,0.035,0.062,0.08,0.064,0.131,0.037,0.046,0.08,0.073,0.078,0.079,0.063,1
0.115,0.115,163,1000,0.559,0.068,0.082,0.005,0.009,0.065,0.003,0.009,0.069,0.069,0.018,0.026,0.008,0.009,0.001,0
0.455,0.175,344,1000,0.151,0.15,0.049,0.067,0.044,0.144,0.051,0.092,0.017,0.047,0.042,0.038,0.028,0.051,0.029,0
0.745,0.475,317,1000,0.015,0.052,0.036,0.065,0.099,0.057,0.039,0.094,0.048,0.049,0.078,0.076,0.097,0.112,0.083,0
0.235,0.305,102,1000,0.217,0.093,0.073,0.021,0.036,0.086,0.021,0.037,0.116,0.08,0.074,0.064,0.033,0.031,0.018,0
0.125,0.245,212,1000,0.323,0.111,0.124,0.021,0.024,0.067,0.012,0.016,0.108,0.067,0.052,0.04,0.018,0.011,0.006,0
0.545,0.165,326,1000,0.107,0.043,0.128,0.038,0.053,0.169,0.021,0.046,0.076,0.038,0.033,0.122,0.045,0.047,0.034,0
0.495,0.645,519,1000,0.022,0.053,0.046,0.05,0.08,0.046,0.046,0.072,0.064,0.066,0.13,0.086,0.079,0.089,0.071,1
0.445,0.385,372,1000,0.078,0.052,0.083,0.037,0.064,0.07,0.069,0.092,0.04,0.086,0.068,0.06,0.099,0.052,0.05,1
0.625,0.365,358,1000,0.043,0.039,0.093,0.033,0.06,0.09,0.027,0.07,0.085,0.044,0.076,0.142,0.067,0.072,0.059,1
0.415,0.295,452,1000,0.13,0.097,0.1,0.077,0.105,0.059,0.026,0.042,0.033,0.058,0.049,0.064,0.053,0.066,0.041,1
0.125,0.185,235,1000,0.403,0.066,0.105,0.008,0.01,0.113,0.011,0.013,0.11,0.069,0.019,0.043,0.007,0.016,0.007,1
0.615,0.595,411,1000,0.018,0.066,0.048,0.06,0.108,0.052,0.037,0.089,0.033,0.045,0.088,0.082,0.086,0.076,0.112,1
0.325,0.295,831,1000,0.154,0.072,0.077,0.087,0.072,0.103,0.036,0.044,0.026,0.094,0.04,0.051,0.041,0.081,0.022,1
0.075,0.735,578,1000,0.05,0.007,0.154,0.008,0.021,0.009,0.172,0.016,0.005,0.146,0.017,0.015,0.347,0.019,0.014,1
0.455,0.045,661,1000,0.269,0.204,0.014,0.006,0.016,0.209,0.076,0.114,0.021,0.023,0.02,0.013,0.001,0.007,0.007,0
0.375,0.095,90,1000,0.319,0.166,0.174,0.037,0.068,0.034,0.015,0.025,0.034,0.036,0.024,0.024,0.021,0.015,0.008,0
0.605,0.105,905,1000,0.113,0.019,0.023,0.107,0.017,0.193,0.018,0.022,0.014,0.183,0.018,0.022,0.025,0.213,0.013,1
0.295,0.215,455,1000,0.247,0.121,0.063,0.028,0.025,0.067,0.021,0.033,0.104,0.125,0.063,0.035,0.02,0.032,0.016,1
0.515,0.125,450,1000,0.166,0.216,0.016,0.02,0.025,0.033,0.025,0.027,0.091,0.154,0.146,0.015,0.028,0.018,0.02,1
0.425,0.435,101,1000,0.067,0.068,0.076,0.08,0.115,0.066,0.037,0.078,0.028,0.075,0.056,0.054,0.054,0.09,0.056,1
0.645,0.485,716,1000,0.029,0.055,0.073,0.057,0.132,0.036,0.037,0.076,0.038,0.046,0.103,0.085,0.078,0.085,0.07,1
0.635,0.435,396,1000,0.029,0.077,0.04,0.045,0.071,0.069,0.059,0.122,0.038,0.047,0.076,0.083,0.094,0.086,0.064,1
0.535,0.235,708,1000,0.087,0.14,0.127,0.084,0.142,0.044,0.028,0.041,0.039,0.042,0.052,0.057,0.05,0.037,0.03,1
0.095,0.135,85,1000,0.504,0.068,0.097,0.008,0.009,0.088,0.004,0.007,0.095,0.053,0.017,0.03,0.011,0.007,0.002,1
0.135,0.475,451,1000,0.109,0.038,0.144,0.013,0.027,0.156,0.014,0.02,0.146,0.03,0.036,0.198,0.022,0.019,0.028,1
0.505,0.625,574,1000,0.019,0.046,0.046,0.045,0.079,0.048,0.051,0.091,0.061,0.057,0.103,0.108,0.079,0.095,0.072,0
0.435,0.165,937,1000,0.168,0.158,0.042,0.014,0.037,0.181,0.086,0.115,0.017,0.038,0.017,0.049,0.034,0.025,0.019,1
0.345,0.335,667,1000,0.137,0.095,0.084,0.036,0.047,0.084,0.018,0.04,0.098,0.086,0.085,0.07,0.039,0.054,0.027,0
0.445,0.065,860,1000,0.256,0.017,0.2,0.008,0.013,0.019,0.073,0.008,0.006,0.214,0.012,0.018,0.136,0.011,0.009,1
0.505,0.035,887,1000,0.228,0.009,0.01,0.076,0,0.254,0.008,0.007,0.01,0.239,0.011,0.009,0.006,0.127,0.006,0
0.495,0.685,335,1000,0.022,0.051,0.048,0.066,0.101,0.053,0.04,0.084,0.043,0.044,0.076,0.079,0.102,0.102,0.089,0
0.135,0.245,376,1000,0.341,0.113,0.054,0.008,0.021,0.061,0.006,0.012,0.128,0.108,0.072,0.031,0.02,0.016,0.009,1
0.355,0.655,985,1000,0.022,0.055,0.056,0.047,0.073,0.048,0.051,0.073,0.055,0.068,0.111,0.095,0.066,0.097,0.083,0
0.395,0.475,687,1000,0.063,0.076,0.063,0.037,0.073,0.06,0.078,0.103,0.036,0.069,0.064,0.061,0.096,0.068,0.053,0
0.455,0.555,778,1000,0.046,0.05,0.054,0.047,0.082,0.064,0.031,0.078,0.078,0.07,0.093,0.106,0.062,0.087,0.052,0
0.625,0.525,542,1000,0.026,0.044,0.047,0.046,0.071,0.053,0.036,0.088,0.055,0.063,0.097,0.1,0.086,0.093,0.095,0
0.465,0.715,655,1000,0.024,0.061,0.046,0.046,0.081,0.05,0.038,0.058,0.068,0.062,0.145,0.076,0.064,0.104,0.077,1
0.115,0.595,760,1000,0.057,0.146,0.013,0.009,0.02,0.021,0.016,0.02,0.152,0.158,0.29,0.034,0.021,0.021,0.022,1
0.675,0.245,856,1000,0.054,0.036,0.106,0.029,0.068,0.043,0.083,0.048,0.043,0.102,0.07,0.049,0.154,0.049,0.066,0
0.135,0.225,902,1000,0.354,0.107,0.106,0.12,0.056,0.054,0.013,0.018,0.01,0.067,0.026,0.019,0.014,0.027,0.009,1
0.365,0.145,870,1000,0.233,0.055,0.049,0.036,0.019,0.158,0.061,0.043,0.011,0.163,0.026,0.034,0.041,0.061,0.01,0
0.005,0.255,10,1000,0.406,0.003,0.177,0,0,0.167,0,0,0.155,0.002,0.001,0.086,0.001,0.001,0.001,1
0.425,0.675,497,1000,0.022,0.049,0.081,0.035,0.079,0.04,0.084,0.062,0.032,0.084,0.071,0.09,0.137,0.062,0.072,1
0.425,0.285,384,1000,0.119,0.067,0.099,0.016,0.062,0.077,0.103,0.067,0.036,0.096,0.049,0.046,0.099,0.039,0.025,1
0.715,0.085,122,1000,0.065,0.141,0.012,0.009,0.018,0.009,0.012,0.019,0.164,0.172,0.305,0.02,0.016,0.019,0.019,1
0.685,0.315,330,1000,0.046,0.031,0.044,0.092,0.05,0.097,0.032,0.066,0.038,0.096,0.06,0.069,0.057,0.168,0.054,1
0.685,0.055,889,1000,0.087,0.013,0.187,0.016,0.017,0.009,0.147,0.009,0.012,0.152,0.019,0.029,0.271,0.02,0.012,0
0.545,0.495,898,1000,0.039,0.056,0.059,0.04,0.068,0.058,0.045,0.086,0.055,0.068,0.105,0.106,0.074,0.077,0.064,1
0.655,0.165,863,1000,0.07,0.029,0.147,0.019,0.05,0.136,0.033,0.047,0.078,0.03,0.043,0.186,0.048,0.043,0.041,0
0.205,0.645,982,1000,0.034,0.07,0.048,0.077,0.112,0.074,0.048,0.089,0.035,0.049,0.07,0.058,0.067,0.101,0.068,0
0.095,0.045,117,1000,0.705,0.079,0.043,0.003,0.004,0.035,0.001,0.003,0.03,0.083,0.011,0.002,0,0.001,0,1
0.485,0.515,822,1000,0.04,0.048,0.063,0.077,0.098,0.059,0.047,0.07,0.039,0.062,0.072,0.077,0.081,0.099,0.068,1
0.635,0.665,191,1000,0.015,0.046,0.043,0.047,0.117,0.046,0.048,0.078,0.045,0.048,0.089,0.111,0.097,0.085,0.085,1
0.605,0.375,684,1000,0.056,0.043,0.073,0.054,0.1,0.04,0.045,0.068,0.037,0.082,0.069,0.066,0.105,0.09,0.072,0
0.345,0.235,636,1000,0.189,0.126,0.087,0.091,0.057,0.076,0.016,0.043,0.016,0.102,0.053,0.025,0.032,0.066,0.021,0
0.695,0.655,729,1000,0.016,0.046,0.048,0.051,0.101,0.059,0.039,0.085,0.058,0.033,0.066,0.1,0.101,0.105,0.092,0
0.095,0.115,346,1000,0.562,0.06,0.07,0.084,0.028,0.078,0.007,0.006,0.006,0.066,0.003,0.006,0.006,0.016,0.002,0
0.695,0.725,867,1000,0.017,0.048,0.061,0.045,0.103,0.053,0.034,0.108,0.054,0.035,0.076,0.098,0.083,0.092,0.093,0
0.255,0.355,327,1000,0.151,0.057,0.095,0.032,0.041,0.07,0.111,0.078,0.021,0.096,0.031,0.038,0.122,0.04,0.017,1
0.175,0.285,106,1000,0.262,0.068,0.065,0.011,0.017,0.119,0.118,0.061,0.018,0.099,0.025,0.03,0.055,0.042,0.01,0
0.445,0.375,670,1000,0.082,0.082,0.066,0.039,0.064,0.077,0.085,0.105,0.035,0.088,0.053,0.055,0.076,0.058,0.035,1
0.245,0.195,501,1000,0.301,0.084,0.107,0.088,0.044,0.109,0.012,0.033,0.018,0.081,0.019,0.03,0.026,0.033,0.015,0
0.245,0.215,762,1000,0.283,0.081,0.092,0.021,0.026,0.095,0.018,0.028,0.1,0.083,0.054,0.052,0.03,0.023,0.014,1
0.735,0.715,516,1000,0.014,0.042,0.046,0.041,0.093,0.047,0.041,0.108,0.056,0.047,0.087,0.1,0.09,0.098,0.09,1
0.515,0.185,105,1000,0.121,0.052,0.157,0.028,0.038,0.048,0.055,0.022,0.057,0.146,0.052,0.064,0.093,0.035,0.032,0
0.485,0.195,618,1000,0.143,0.057,0.139,0.025,0.032,0.114,0.065,0.067,0.04,0.047,0.025,0.116,0.067,0.038,0.025,0
0.725,0.245,283,1000,0.035,0.037,0.083,0.038,0.039,0.035,0.078,0.057,0.042,0.098,0.069,0.07,0.193,0.061,0.065,0
0.505,0.645,470,1000,0.014,0.049,0.058,0.06,0.13,0.039,0.047,0.095,0.047,0.054,0.081,0.084,0.093,0.072,0.077,1
0.745,0.565,396,1000,0.019,0.044,0.049,0.044,0.114,0.046,0.038,0.086,0.054,0.043,0.093,0.081,0.099,0.093,0.097,0
0.545,0.725,922,1000,0.025,0.033,0.048,0.059,0.089,0.046,0.049,0.101,0.033,0.06,0.073,0.094,0.088,0.117,0.085,1
0.215,0.235,394,1000,0.269,0.067,0.101,0.018,0.032,0.092,0.016,0.024,0.11,0.09,0.062,0.056,0.028,0.028,0.007,0
0.475,0.105,362,1000,0.212,0.028,0.025,0.086,0.02,0.179,0.016,0.018,0.015,0.186,0.024,0.024,0.015,0.141,0.011,1
0.405,0.145,50,1000,0.239,0.149,0.151,0.072,0.115,0.043,0.02,0.023,0.02,0.05,0.026,0.02,0.029,0.029,0.014,1
0.655,0.225,188,1000,0.05,0.037,0.115,0.045,0.066,0.112,0.029,0.053,0.091,0.038,0.054,0.125,0.062,0.063,0.06,0
0.285,0.545,464,1000,0.066,0.071,0.052,0.035,0.059,0.068,0.053,0.063,0.091,0.046,0.11,0.11,0.06,0.06,0.056,0
0.155,0.285,595,1000,0.259,0.122,0.102,0.018,0.043,0.058,0.011,0.023,0.154,0.063,0.046,0.057,0.013,0.016,0.015,0
0.345,0.725,262,1000,0.022,0.044,0.055,0.049,0.085,0.045,0.048,0.082,0.057,0.047,0.088,0.09,0.1,0.098,0.09,0
0.705,0.295,384,1000,0.04,0.102,0.032,0.036,0.051,0.026,0.036,0.048,0.108,0.095,0.206,0.042,0.04,0.078,0.06,1
0.505,0.735,661,1000,0.026,0.05,0.042,0.058,0.073,0.06,0.039,0.074,0.033,0.08,0.087,0.081,0.092,0.13,0.075,1
0.385,0.175,143,1000,0.221,0.133,0.154,0.075,0.104,0.05,0.021,0.026,0.03,0.062,0.023,0.025,0.032,0.031,0.013,1
0.705,0.345,902,1000,0.04,0.119,0.087,0.074,0.162,0.031,0.024,0.061,0.026,0.034,0.069,0.073,0.069,0.064,0.067,1
0.095,0.065,566,1000,0.658,0.075,0.053,0.002,0.005,0.067,0.055,0.008,0.004,0.056,0.004,0.003,0.006,0.003,0.001,1
0.175,0.715,676,1000,0.022,0.058,0.061,0.039,0.086,0.056,0.053,0.1,0.048,0.042,0.095,0.09,0.092,0.068,0.09,0
0.185,0.725,281,1000,0.021,0.051,0.037,0.052,0.089,0.069,0.042,0.086,0.039,0.06,0.111,0.097,0.073,0.073,0.1,0
0.185,0.455,776,1000,0.123,0.092,0.058,0.118,0.08,0.05,0.027,0.048,0.037,0.098,0.071,0.041,0.045,0.075,0.037,0
0.595,0.535,431,1000,0.036,0.051,0.051,0.062,0.074,0.069,0.04,0.087,0.04,0.055,0.082,0.084,0.086,0.102,0.081,0
0.385,0.695,178,1000,0.041,0.042,0.04,0.072,0.068,0.087,0.035,0.084,0.022,0.062,0.073,0.074,0.069,0.165,0.066,1
0.105,0.475,408,1000,0.13,0.03,0.019,0.159,0.021,0.155,0.02,0.023,0.017,0.152,0.016,0.02,0.018,0.203,0.017,1
0.725,0.235,4,1000,0.05,0.108,0.023,0.025,0.05,0.022,0.025,0.055,0.117,0.115,0.215,0.053,0.053,0.045,0.044,1
0.195,0.285,780,1000,0.222,0.086,0.067,0.019,0.018,0.115,0.103,0.055,0.017,0.117,0.025,0.029,0.075,0.041,0.011,0
0.125,0.355,293,1000,0.215,0.051,0.122,0.018,0.016,0.056,0.039,0.016,0.135,0.11,0.062,0.074,0.047,0.022,0.017,0
0.735,0.685,764,1000,0.017,0.045,0.052,0.052,0.091,0.047,0.041,0.085,0.051,0.046,0.098,0.1,0.091,0.103,0.081,1
0.345,0.455,354,1000,0.077,0.096,0.054,0.036,0.058,0.091,0.09,0.122,0.03,0.055,0.057,0.056,0.085,0.052,0.041,1
0.295,0.185,112,1000,0.26,0.113,0.07,0.016,0.025,0.12,0.073,0.087,0.017,0.087,0.026,0.019,0.038,0.035,0.014,1
0.745,0.605,812,1000,0.026,0.038,0.042,0.044,0.108,0.05,0.045,0.087,0.04,0.036,0.094,0.087,0.112,0.097,0.094,0
0.065,0.655,586,1000,0.057,0.007,0.157,0.009,0.01,0.146,0.005,0.011,0.177,0.012,0.022,0.344,0.013,0.019,0.011,1
0.685,0.225,967,1000,0.045,0.11,0.12,0.119,0.216,0.031,0.03,0.048,0.02,0.017,0.044,0.048,0.063,0.036,0.053,1
0.695,0.415,686,1000,0.031,0.027,0.079,0.039,0.088,0.041,0.064,0.074,0.044,0.077,0.081,0.061,0.142,0.076,0.076,1
0.605,0.505,504,1000,0.036,0.047,0.063,0.045,0.08,0.06,0.043,0.07,0.071,0.054,0.099,0.101,0.08,0.082,0.069,1
0.095,0.415,446,1000,0.194,0.116,0.046,0.009,0.022,0.128,0.035,0.046,0.134,0.051,0.08,0.072,0.025,0.019,0.023,0
0.215,0.495,265,1000,0.099,0.123,0.043,0.02,0.051,0.107,0.129,0.168,0.027,0.034,0.042,0.043,0.041,0.041,0.032,1
0.175,0.515,478,1000,0.081,0.06,0.093,0.09,0.096,0.102,0.027,0.056,0.037,0.067,0.038,0.084,0.042,0.085,0.042,0
0.305,0.315,887,1000,0.163,0.077,0.076,0.029,0.04,0.086,0.026,0.047,0.119,0.075,0.076,0.076,0.035,0.042,0.033,1
0.215,0.135,857,1000,0.391,0.077,0.119,0.01,0.014,0.061,0.012,0.011,0.076,0.109,0.045,0.033,0.021,0.014,0.007,0
0.525,0.725,921,1000,0.016,0.046,0.048,0.052,0.098,0.052,0.036,0.096,0.054,0.05,0.085,0.086,0.089,0.097,0.095,0
0.085,0.745,360,1000,0.056,0.007,0.173,0.013,0.02,0.016,0.144,0.017,0.013,0.124,0.024,0.019,0.33,0.021,0.023,1
0.555,0.685,814,1000,0.019,0.053,0.058,0.048,0.085,0.054,0.045,0.095,0.068,0.05,0.087,0.094,0.073,0.084,0.087,1
0.125,0.715,507,1000,0.02,0.046,0.076,0.056,0.089,0.061,0.037,0.085,0.045,0.052,0.078,0.097,0.078,0.087,0.093,0
0.175,0.415,972,1000,0.137,0.063,0.109,0.019,0.041,0.071,0.018,0.04,0.115,0.104,0.074,0.081,0.056,0.037,0.035,0
0.015,0.395,135,1000,0.232,0.155,0.002,0.002,0.002,0.011,0.002,0.004,0.177,0.194,0.213,0.002,0.001,0.002,0.001,1
0.175,0.075,471,1000,0.531,0.055,0.047,0.061,0.006,0.103,0.005,0.008,0.007,0.119,0.007,0.013,0.007,0.028,0.003,1
0.435,0.175,383,1000,0.171,0.047,0.157,0.036,0.027,0.156,0.024,0.027,0.083,0.039,0.035,0.105,0.039,0.029,0.025,1
0.135,0.695,663,1000,0.05,0.011,0.156,0.017,0.029,0.016,0.128,0.031,0.013,0.143,0.039,0.034,0.275,0.028,0.03,1
0.525,0.565,312,1000,0.033,0.052,0.055,0.038,0.094,0.052,0.09,0.086,0.046,0.051,0.078,0.07,0.101,0.085,0.069,0
0.675,0.025,594,1000,0.088,0.215,0.003,0.001,0.002,0.006,0.003,0.004,0.136,0.208,0.312,0.004,0.007,0.006,0.005,1
